Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1783599063,10,,Aggregated,3.000000,0.000000,3,3,3,3,4,7,160,180,190,190,190,209,0,3,8.946633952117384,1.1064450009143911,187.50065700078267,134.31578947368422
1783599064,10,,Aggregated,2.600000,0.000000,3,3,3,3,4,7,160,180,190,190,190,213,0,3,8.83451096712245,1.1064450009143911,187.50065700078267,134.27230046948358
1783599065,10,,Aggregated,2.600000,0.000000,3,3,3,3,4,7,160,180,190,190,190,215,0,3,8.778404618588379,1.1064450009143911,187.50065700078267,134.25116279069766
1783599066,10,,Aggregated,2.700000,0.000000,3,3,3,3,4,7,160,180,190,190,190,216,0,3,8.74967049072371,1.1064450009143911,187.50065700078267,134.24074074074073
1783599067,10,,Aggregated,2.700000,0.000000,3,3,3,3,4,7,160,180,190,190,190,219,0,3,8.667907780799807,1.1064450009143911,187.50065700078267,134.21004566210047
1783599068,10,,Aggregated,2.700000,0.000000,3,3,3,3,4,6,160,180,190,190,190,223,0,3,8.561993515673757,1.1064450009143911,187.50065700078267,134.17040358744396
1783599069,10,,Aggregated,2.700000,0.000000,3,3,3,3,4,6,160,180,190,190,190,224,0,3,8.536524723207808,1.1064450009143911,187.50065700078267,134.16071428571428
1783599070,10,,Aggregated,2.600000,0.000000,3,3,3,3,4,6,160,180,190,190,190,228,0,3,8.435993868388643,1.1064450009143911,187.50065700078267,134.12280701754386
1783599071,10,,Aggregated,2.900000,0.000000,3,3,3,3,4,6,160,180,190,190,190,231,0,3,8.364702558403964,1.1064450009143911,187.50065700078267,134.0952380952381
1783599072,10,,Aggregated,2.600000,0.000000,3,3,3,3,4,6,160,180,190,190,190,235,0,3,8.28030740419908,1.1064450009143911,187.50065700078267,134.05957446808512
1783599073,10,,Aggregated,2.600000,0.000000,3,3,3,3,4,6,160,180,190,190,190,238,0,3,8.21410060497397,1.1064450009143911,187.50065700078267,134.03361344537817
1783599074,10,,Aggregated,2.900000,0.000000,3,3,3,3,4,6,160,180,190,190,190,240,0,3,8.169176220765925,1.1064450009143911,187.50065700078267,134.01666666666668
1783599075,10,,Aggregated,2.900000,0.000000,3,3,3,3,4,6,160,180,190,190,190,241,0,3,8.149251087070674,1.1064450009143911,187.50065700078267,134.00829875518673
1783599076,10,,Aggregated,2.800000,0.000000,3,3,3,3,4,6,160,180,190,190,190,247,0,3,8.019544400763392,1.1064450009143911,187.50065700078267,133.95951417004048
1783599077,10,,Aggregated,2.800000,0.000000,3,3,3,3,4,6,160,180,190,190,190,248,0,3,8.000763383029886,1.1064450009143911,187.50065700078267,133.9516129032258
1783599078,10,,Aggregated,2.700000,0.000000,3,3,3,3,4,6,160,180,190,190,190,250,0,3,7.967191663963604,1.1064450009143911,187.50065700078267,133.936
1783599079,10,,Aggregated,2.900000,0.000000,3,3,3,3,4,6,120,180,190,190,190,254,0,3,7.888485358228887,1.1064450009143911,187.50065700078267,133.90551181102362
1783599080,10,,Aggregated,2.800000,0.000000,3,3,3,3,4,6,120,180,190,190,190,257,0,3,7.830607910470218,1.1064450009143911,187.50065700078267,133.88326848249028
1783599081,10,,Aggregated,2.900000,0.000000,3,3,3,3,4,6,120,180,190,190,190,259,0,3,7.795106428539386,1.1064450009143911,187.50065700078267,133.86872586872587
1783599082,10,,Aggregated,2.900000,0.000000,3,3,3,3,4,6,120,180,190,190,190,262,0,3,7.736517133562024,1.1064450009143911,187.50065700078267,133.84732824427482
1783599083,10,,Aggregated,2.900000,0.000000,3,3,3,3,4,6,120,180,190,190,190,265,0,3,7.686846581096036,1.1064450009143911,187.50065700078267,133.8264150943396
1783599084,15,,Aggregated,2.800000,0.000000,3,3,3,3,5,64,120,180,190,190,190,278,0,3,8.827157143851313,1.1064450009143911,187.50065700078267,134.64028776978418
1783599085,15,,Aggregated,2.700000,0.000000,3,3,3,3,5,64,120,180,190,190,190,280,0,3,8.789570310675897,1.1064450009143911,187.50065700078267,134.62142857142857
1783599086,15,,Aggregated,3.900000,0.000000,3,3,3,3,5,58,120,180,190,190,190,288,0,3,8.662021746482019,1.1064450009143911,187.50065700078267,134.54861111111111
1783599087,15,,Aggregated,3.900000,0.000000,3,3,3,3,5,58,120,180,190,190,190,291,0,3,8.605245917482835,1.1064450009143911,187.50065700078267,134.52233676975945
1783599088,15,,Aggregated,4.300000,0.000000,3,3,3,4,5,58,120,180,190,190,190,298,0,3,8.493922875819383,1.1064450009143911,187.50065700078267,134.46308724832215
1783599089,15,,Aggregated,4.300000,0.000000,3,3,3,4,5,9,93,170,190,190,190,301,0,3,8.441159910285704,1.1064450009143911,187.50065700078267,134.43853820598008
1783599090,15,,Aggregated,4.600000,0.000000,3,3,3,4,5,9,93,170,190,190,190,303,0,3,8.40384575245906,1.1064450009143911,187.50065700078267,134.4224422442244
1783599091,15,,Aggregated,4.600000,0.000000,3,3,3,4,5,9,93,170,190,190,190,308,0,3,8.310218441539444,1.1064450009143911,187.50065700078267,134.38311688311688
1783599092,15,,Aggregated,4.700000,0.000000,3,3,3,4,5,9,93,170,190,190,190,313,0,3,8.239734271539286,1.1064450009143911,187.50065700078267,134.34504792332268
1783599093,15,,Aggregated,5.000000,0.000000,3,3,3,4,5,9,93,170,190,190,190,318,0,3,8.156022433948513,1.1064450009143911,187.50065700078267,134.30817610062894
1783599094,15,,Aggregated,5.000000,0.000000,3,3,3,4,5,7,93,170,190,190,190,322,0,3,8.086942046558411,1.1064450009143911,187.50065700078267,134.27950310559007
1783599095,15,,Aggregated,5.200000,0.000000,3,3,3,4,5,7,93,170,190,190,190,324,0,3,8.057058907384707,1.1064450009143911,187.50065700078267,134.26543209876544
1783599096,15,,Aggregated,4.400000,0.000000,3,3,3,3,5,7,93,170,190,190,190,330,0,3,7.961425133312745,1.1064450009143911,187.50065700078267,134.22424242424242
1783599097,15,,Aggregated,4.400000,0.000000,3,3,3,3,5,7,93,170,190,190,190,334,0,3,7.904643056866111,1.1064450009143911,187.50065700078267,134.19760479041915
1783599098,15,,Aggregated,4.400000,0.000000,3,3,3,3,5,7,93,170,190,190,190,335,0,3,7.8888780507237355,1.1064450009143911,187.50065700078267,134.1910447761194
1783599099,15,,Aggregated,4.200000,0.000000,3,3,3,3,5,6,93,170,190,190,190,342,0,3,7.778681479529743,1.1064450009143911,187.50065700078267,134.14619883040936
1783599100,15,,Aggregated,4.200000,0.000000,3,3,3,3,5,6,93,170,190,190,190,346,0,3,7.720991101135204,1.1064450009143911,187.50065700078267,134.121387283237
1783599101,15,,Aggregated,4.000000,0.000000,3,3,3,3,4,6,88,170,190,190,190,351,0,3,7.649295205123768,1.1064450009143911,187.50065700078267,134.0911680911681
1783599102,15,,Aggregated,4.400000,0.000000,3,3,3,3,4,6,88,170,190,190,190,355,0,3,7.593186385898841,1.1064450009143911,187.50065700078267,134.06760563380283
1783599103,15,,Aggregated,3.900000,0.000000,3,3,3,3,4,6,88,170,190,190,190,358,0,3,7.553182846349346,1.1064450009143911,187.50065700078267,134.05027932960894
1783599104,15,,Aggregated,4.100000,0.000000,3,3,3,3,4,6,88,170,190,190,190,362,0,3,7.495514433675408,1.1064450009143911,187.50065700078267,134.02762430939225
1783599105,15,,Aggregated,4.000000,0.000000,3,3,3,3,4,6,88,170,190,190,190,366,0,3,7.4428049398799585,1.1064450009143911,187.50065700078267,134.0054644808743
1783599106,15,,Aggregated,3.600000,0.000000,3,3,3,3,4,6,88,170,190,190,190,371,0,3,7.383522897549419,1.1064450009143911,187.50065700078267,133.97843665768195
1783599107,15,,Aggregated,4.100000,0.000000,3,3,3,3,4,6,88,170,190,190,190,376,0,3,7.327486577080291,1.1064450009143911,187.50065700078267,133.95212765957447
1783599108,15,,Aggregated,4.300000,0.000000,3,3,3,3,4,6,88,170,190,190,190,380,0,3,7.283449481522104,1.1064450009143911,187.50065700078267,133.93157894736842
1783599109,15,,Aggregated,4.200000,0.000000,3,3,3,3,4,6,88,170,190,190,190,387,0,3,7.20922420407797,1.1064450009143911,187.50065700078267,133.89664082687338
1783599110,15,,Aggregated,4.300000,0.000000,3,3,3,3,4,6,88,170,190,190,190,392,0,3,7.155636257600551,1.1064450009143911,187.50065700078267,133.87244897959184
1783599111,15,,Aggregated,4.300000,0.000000,3,3,3,3,4,6,88,170,190,190,190,393,0,3,7.145139758221707,1.1064450009143911,187.50065700078267,133.8676844783715
1783599112,15,,Aggregated,4.500000,0.000000,3,3,3,3,4,6,88,170,190,190,190,397,0,3,7.104599732954817,1.1064450009143911,187.50065700078267,133.84886649874056
1783599113,15,,Aggregated,4.600000,0.000000,3,3,3,3,4,6,76,160,190,190,190,402,0,3,7.047843773599102,1.1064450009143911,187.50065700078267,133.82587064676616
1783599114,15,,Aggregated,4.600000,0.000000,3,3,3,3,4,6,76,160,190,190,190,404,0,3,7.028340455411189,1.1064450009143911,187.50065700078267,133.81683168316832
1783599115,15,,Aggregated,4.400000,0.000000,3,3,3,3,4,6,76,160,190,190,190,411,0,3,6.956309688533812,1.1064450009143911,187.50065700078267,133.78588807785889
1783599116,15,,Aggregated,4.600000,0.000000,3,3,3,3,4,6,76,160,190,190,190,413,0,3,6.945389123455499,1.1064450009143911,187.50065700078267,133.7772397094431
1783599117,15,,Aggregated,4.500000,0.000000,3,3,3,3,4,6,76,160,190,190,190,420,0,3,6.88394312378694,1.1064450009143911,187.50065700078267,133.74761904761905
1783599118,15,,Aggregated,4.100000,0.000000,3,3,3,3,4,6,76,160,190,190,190,423,0,3,6.861486356952362,1.1064450009143911,187.50065700078267,133.7352245862884
1783599119,15,,Aggregated,4.300000,0.000000,3,3,3,3,4,6,76,160,190,190,190,427,0,3,6.823695992940311,1.1064450009143911,187.50065700078267,133.71896955503513
1783599120,15,,Aggregated,4.300000,0.000000,3,3,3,3,4,6,76,160,190,190,190,430,0,3,6.796394781359108,1.1064450009143911,187.50065700078267,133.70697674418605
1783599121,15,,Aggregated,4.200000,0.000000,3,3,3,3,4,6,76,160,190,190,190,433,0,3,6.7741387828796835,1.1064450009143911,187.50065700078267,133.69515011547344
