waktu,nodes,running,creating,pending
12:09:24,3,0,5,0
12:10:24,3,5,5,0
12:11:25,3,11,4,0
12:12:24,3,16,4,0
12:13:24,3,20,5,0
12:14:24,3,25,5,0
